gene,length
,
LRRIQ3,172172
,
ASXL2,144734
,
STAG1,416167
,
SLIT1,187921
,
SSH2,304338
,
WDR49,175299
,
ECE2,17020
,
KEL,21249
,
KIAA1755,50269
,
CASP8AP2,44542
,
INPPL1,15446
,
AXDND1,189015
,
JAKMIP2,197337
,
TCEB3B,
,
AOX1,91050
,
LY75,101401
,
SHROOM2,163014
,
BTBD11,
,
DSC1,33620
,
GABRA6,155530
,
OCA2,344440
,
POM121,72091
,
PPARGC1A,149048
,
DCLK1,362730
,
LAMC3,85299
,
LRFN2,195773
,
ARID5B,195260
,
UGGT2,251902
,
ZIC1,116871
,
SETD5,81625
,
TNKS1BP1,25314
,
RASGRF2,269799
,
GATA3,29820
,
SLITRK6,13893
,
KCNT1,93323
,
CKAP5,103260
,
CYFIP2,129516
,
DOT1L,68645
,
POLR2A,30250
,
SAGE1,22880
,
ABCC2,69954
,
ARHGAP30,23024
,
ADAMTS6,333182
,
SOGA3,
,
WDR7,378468
,
JARID2,275973
,
RASA1,124048
,
LRRC16B,
,
ATP2B4,117249
,
SBF1,40704
,
CLCN5,176639
,
ZMIZ1,247553
,
ARHGAP29,126080
,
AKAP11,51109
,
ATP12A,32064
,
DIP2B,243672
,
BCR,138333
,
PSME4,106924
,
ZCCHC11,
,
ZNF646,9774
,
PCDH7,426436
,
PDCD11,49668
,
RALGAPB,106043
,
COL16A1,52056
,
ALPK1,157112
,
ROR2,387137
,
EPHB2,210661
,
SEMA3D,191503
,
FBXL7,439615
,
CEP128,482534
,
CDK12,106073
,
ACSM2B,40201
,
SLC5A3,32682
,
ZNF106,78318
,
CCDC39,82084
,
TBC1D8B,73477
,
CCDC180,71447
,
LAMC1,122172
,
FGFR2,120126
,
ANKRD50,48684
,
SRGAP3,382462
,
NPR3,102654
,
KIAA1024,
,
CEP295,68676
,
KANK1,275814
,
CEMIP,172433
,
ANO5,500908
,
ARAP3,28829
,
UNC5C,386702
,
ABCA5,82933
,
PTPRH,28259
,
NFE2L2,174089
,
PALM2-AKAP2,
,
PLB1,186997
,
PARD3B,1074687
,
DNMT3A,114735
,
ADGRB2,37776
,
MROH7,68512
,
BAHCC1,70874
,
PCDHGB3,142733
,
TRIP11,74905
,
HGF,71428
,
SLCO6A1,127242
,
LRP12,100027
,
PLXNC1,159098
,
PCDHB1,7972
,
GABRG1,88285
,
BTAF1,107667
,
ITGAL,50909
,
ZNF493,30458
,
ZBTB41,47611
,
GABRG2,162920
,
PLEKHG4B,97804
,
RAPGEF2,257161
,
DCAF12L1,3431
,
TMEM131,239615
,
ZIC4,20763
,
CLCN1,35972
,
ERCC6,85370
,
OVCH1,85212
,
ZMYND8,147675
,
KCNA5,2909
,
ANO3,474447
,
ADCY5,166794
,
ATP7B,81689
,
ST6GAL2,85508
,
PABPC5,3989
,
PLA2R1,130609
,
ZNF229,31059
,
ZNF518A,75573
,
GOLGA3,60241
,
CACNA2D4,126703
,
NOVA1,154943
,
ATP1A3,30915
,
BMPER,252119
,
MOV10L1,71684
,
CAMSAP1,99059
,
MUC5AC,43185
,
PCDHAC1,86048
,
DCAF8L1,3457
,
MEGF10,174941
,
RP11-707M1.1,
,
DOCK6,63229
,
RASAL2,390043
,
CCDC129,
,
ADGRE1,52893
,
NUP98,126709
,
MROH1,113911
,
IMPG2,98029
,
DIAPH2,920285
,
SYNJ1,99281
,
MYBPC1,117675
,
KCNH6,25643
,
SATB2,201761
,
PLEKHA6,159361
,
SLC9A4,60746
,
TRPM7,134324
,
NEK10,262976
,
CCDC73,191941
,
PCDHB15,3970
,
ATP11A,197130
,
PTPRO,279918
,
FLT3,97318
,
GPC5,1475061
,
ZNF716,23382
,
NPHP4,129662
,
PCDHGB1,162876
,
SYNJ2,117313
,
EGF,100883
,
ZNF335,23543
,
NRIP1,104701
,
PCF11,30463
,
ALDH1L1,94432
,
NUP214,109090
,
NACA,19323
,
LAMB3,37555
,
STAG3,36824
,
BRD4,97026
,
USP26,73941
,
RAD51AP2,7861
,
CROCC,232691
,
ROBO3,16039
,
MAPKBP1,53421
,
BICC1,318563
,
ZSWIM8,16191
,
EFCAB5,179252
,
RTL1,23969
,
ZNF835,9803
,
SLCO1B3,106209
,
HDAC6,23605
,
PSD3,557427
,
KDM5C,49145
,
FAM135A,148233
,
PARD3,705765
,
COL18A1,108555
,
APBA2,233832
,
WWC3,129220
,
NRP1,158770
,
KIF14,69254
,
THEMIS,210559
,
ZNF525,26524
,
ATF7IP,137255
,
SLC4A10,560950
,
PHRF1,35752
,
MAGEE1,3632
,
GABRA1,52918
,
OGT,42805
,
ZNF560,32261
,
DNMT1,97944
,
PDE10A,660830
,
CNGB1,88788
,
GUCY2F,109180
,
UNC13B,243346
,
DUOX1,35643
,
OTUD4,69751
,
ZNF98,141466
,
GABRA2,231682
,
IMPG1,151564
,
DCX,118650
,
FSCB,3134
,
RLF,79534
,
ATP9A,171876
,
LOXHD1,180248
,
TRIM42,23086
,
LVRN,65165
,
SF3B1,46564
,
TUBGCP6,27334
,
ZFP64,152645
,
KIAA0319,102087
,
TRPC3,77579
,
MAST1,41001
,
ABCC10,23064
,
DCAF12L2,2790
,
TRPV6,14537
,
TCF4,442602
,
GRM4,136979
,
NINL,133937
,
PRG4,18288
,
C10orf71,28322
,
TAOK2,18393
,
ROBO4,14809
,
UGT3A1,50022
,
ARHGEF12,153524
,
BMPR2,191424
,
IQGAP3,47199
,
MUM1L1,
,
SMAD4,56517
,
ACE,21319
,
MCTP2,252414
,
ATXN1,462379
,
RGS3,153012
,
PCDHGB2,152981
,
POSTN,36261
,
RAPGEF6,211310
,
EPHA2,31732
,
PARP4,91847
,
ATAD5,63903
,
THBS1,18387
,
THADA,365187
,
OSBPL6,208412
,
ALS2,81845
,
TDRD1,53396
,
ADGRB1,95579
,
EYA4,291614
,
DSC3,53450
,
CD93,21185
,
PCDHGA12,82468
,
RPTOR,421552
,
SLC26A7,188661
,
DHX57,78205
,
GRM6,18619
,
MAP3K15,155452
,
ZNF578,63329
,
PASK,44165
,
DLGAP4,222301
,
NELL2,413573
,
LRRC37A3,65350
,
GPRC6A,36998
,
SIN3A,86463
,
NPAS4,5672
,
DACT1,14354
,
CNTNAP3,223605
,
KANK4,83269
,
NOS3,23571
,
ARHGEF10,134715
,
KIAA0195,
,
SLC4A3,14586
,
ITGAM,72925
,
BNC1,28780
,
CDH19,103055
,
CYLC1,25573
,
ATP4A,13627
,
FOCAD,337646
,
ACSM2A,36208
,
AMY2B,25719
,
TEK,121033
,
CLTC,77276
,
TBC1D4,198666
,
ARHGAP6,548269
,
WHSC1L1,
,
TMEM2,
,
KPRP,4031
,
CDH20,222349
,
NLRC4,41279
,
IGSF9,18574
,
ADD2,160607
,
KEAP1,17433
,
MAP3K5,236051
,
ASAP1,391570
,
TUBA3C,8052
,
SMC4,35680
,
RTN1,274800
,
CRYBG3,122973
,
ADAM19,180241
,
LHCGR,68956
,
SH3TC2,139524
,
CDON,107539
,
KCNB1,190903
,
RGS7,589738
,
SUCO,79484
,
SLC44A5,408985
,
LIMCH1,340437
,
ROCK2,168571
,
MICAL2,268132
,
TSHZ1,79195
,
KCNJ3,160499
,
CNTNAP1,17462
,
DENND2A,155573
,
C5,142208
,
ADAM28,64945
,
F13B,28519
,
PIGO,11126
,
STARD13,247493
,
ZNF761,29878
,
FAM171A1,159646
,
SYCE1,15934
,
LRRTM1,16401
,
NFATC2,175874
,
CLASP1,311700
,
LTBP4,36935
,
ZC3H12B,473099
,
RABGAP1,164033
,
GCC2,60308
,
DLGAP1,959275
,
IL7R,26908
,
PRKD1,615419
,
MSH6,114533
,
MYBPC2,33429
,
TLE4,155109
,
NCOA3,154990
,
COPA,54972
,
SLC14A2,470693
,
SETD1A,27370
,
KIAA1456,
,
TLL2,149318
,
ACVR2A,86309
,
PDE11A,485095
,
FANCD2,75562
,
MUC3A,18813
,
AFF1,206037
,
ADAMTS7,52258
,
NUP153,91890
,
DENND4C,143846
,
JAKMIP1,174392
,
KIF13B,195846
,
GABRB2,260615
,
IL1RAPL1,1369272
,
PRTG,131608
,
NUP188,59397
,
ATP2B1,121317
,
NCOA2,294026
,
EYA1,394592
,
ABCC4,281640
,
JAG1,36315
,
BAZ2A,41220
,
AMOT,66328
,
CEP152,98218
,
URB2,33953
,
ANKRD36,151368
,
FOXP2,607445
,
BTBD7,95542
,
SGSM1,121409
,
SCAF11,72989
,
CCDC144A,88344
,
FMR1,39206
,
PCNXL3,
,
GIMAP8,28763
,
NFAT5,139572
,
UBE4B,148407
,
CCDC178,503699
,
NKTR,48080
,
AQR,117960
,
EPHA10,51253
,
SGK223,
,
WNK4,16456
,
SEMA3A,536947
,
PROX1,58329
,
ERN2,22916
,
CNKSR2,281894
,
CLTCL1,112246
,
CIITA,76799
,
CADPS2,568348
,
PSG1,13358
,
OLFML2B,40677
,
ADGRD1,187562
,
LAMB2,12004
,
NUTM1,14422
,
COL28A1,179670
,
RFX7,157802
,
NPC1,80322
,
BOC,76456
,
SH3TC1,59731
,
ZNF644,106974
,
ZNF711,29371
,
PMFBP1,64721
,
ADAM2,94492
,
TCHHL1,4923
,
KIF5C,151532
,
SNTG1,886903
,
TBC1D32,255251
,
DNMBP,134370
,
WDR90,18522
,
RP11-407N17.3,
,
DENND4A,134247
,
ZNF608,111894
,
CILP,16713
,
PTCHD4,254524
,
RPGRIP1L,105785
,
SPATA31C2,9170
,
SUPT5H,40514
,
QKI,164592
,
PLD1,210546
,
GBF1,137528
,
RPGRIP1,71218
,
NLRP10,7910
,
EPRS,
,
FGD6,140733
,
DNM3,600579
,
SUPT16H,32543
,
PTGER3,195463
,
LRRC66,26711
,
TBC1D9,135603
,
ADAMTSL4,11568
,
CLASP2,222111
,
PPRC1,17339
,
LPPR4,
,
KLHL13,219527
,
GLI1,12483
,
SIGLEC10,7783
,
CD109,132531
,
MAST2,249135
,
SV2C,270556
,
ADAM22,268746
,
TTBK1,44777
,
CACNB2,403133
,
CNTN2,35352
,
PLEKHG1,243782
,
NAALAD2,61379
,
NEO1,253495
,
CCDC40,63981
,
SASH1,279740
,
ITGA10,18903
,
XXbac-BPG116M5.17,
,
DAAM2,112579
,
USH1C,50521
,
CD1E,3857
,
ZNF385D,961103
,
NTM,966344
,
WSCD2,121249
,
CENPJ,40610
,
AP4E1,97223
,
ATP8B2,25779
,
UGT1A3,44258
,
PPFIA4,52249
,
TRAPPC8,123939
,
N4BP2,101455
,
CCDC171,508620
,
OR4C15,1112
,
COL20A1,41665
,
FAM71B,
,
MCF2L,205364
,
MROH9,129239
,
CASP8,128393
,
IGHM,4513
,
EHBP1,372636
,
DGKD,117610
,
MTUS1,157299
,
RAB11FIP1,40879
,
FARP1,312614
,
ADAMTS14,89935
,
PNPLA7,90450
,
TRPC6,420998
,
CARD6,18867
,
RPS6KA6,148010
,
TKTL2,2659
,
SLC6A5,59691
,
GUCY1A3,
,
NOS2,43763
,
UHRF1BP1,
,
PIK3C2A,130256
,
EIF2AK4,101476
,
ZMYM4,153349
,
CATSPERB,200011
,
CCDC158,108871
,
FAM13A,385443
,
NCOA1,279448
,
SEC16B,60347
,
POTEC,36261
,
FER1L5,62150
,
GRIP1,721731
,
UBE3C,130444
,
IQSEC2,95522
,
KIF17,54003
,
PASD1,113064
,
KIAA0368,
,
KIF5A,40607
,
SELP,41344
,
LATS1,59952
,
MLK4,
,
ENPP2,116367
,
BAZ1B,81887
,
TMEM200A,77050
,
ADAMTS13,45044
,
MME,159580
,
ESRRG,634509
,
PRX,21027
,
GPR149,95247
,
DENND4B,17217
,
FAM184A,189624
,
CLIP1,151237
,
GAPVD1,105413
,
AKAP4,10230
,
F13A1,176929
,
DCTN1,30933
,
CDH26,75588
,
TSC1,55526
,
USP31,88046
,
ZNF532,123880
,
PDGFRB,42033
,
ADGRA3,170995
,
HIPK1,48545
,
RAPGEF4,317619
,
CYFIP1,114011
,
AOC1,36877
,
PCDHGA7,130236
,
PLCL2,287953
,
ADGRL1,58444
,
MAP4K4,197840
,
TRIML1,8302
,
ACIN1,37050
,
GUCY1A2,344457
,
UGT2A1,64832
,
IGSF3,93356
,
SND1,440415
,
CFAP44,154680
,
PPP4R4,133606
,
UGT2B4,45849
,
MED1,46987
,
SPATA31A6,6228
,
PCDHGB4,125277
,
KIAA1683,
,
ADARB2,560212
,
CLCA4,33676
,
AMBRA1,197711
,
COBLL1,190055
,
ZBED4,43539
,
TBX5,54531
,
OR4A15,944
,
NTNG1,344916
,
CSPP1,134361
,
CHRM3,528887
,
TMC2,107007
,
ZNF43,47179
,
AGL,73662
,
ADAMTS10,30495
,
KDM6B,20579
,
NEURL4,13765
,
ZNF609,225490
,
SPATA31C1,9169
,
CTNND1,66303
,
MEFV,14606
,
NR3C2,365936
,
PHKA1,135505
,
ITGA7,31836
,
CGNL1,174750
,
LINGO2,1275984
,
FANCA,90294
,
CALCR,150244
,
ZNF518B,17546
,
FAM208A,
,
MROH5,73401
,
UNC45B,41528
,
C9orf84,
,
ARHGEF4,210349
,
LRRC16A,
,
RANBP17,438145
,
ARHGAP20,136147
,
UACA,109004
,
NRAS,12302
,
TAS1R2,20061
,
CBLB,214091
,
BCHE,64558
,
CACHD1,222929
,
AR,186598
,
BAP1,9000
,
PTPRR,282665
,
SEMA6A,131268
,
EPB41L1,141295
,
TICRR,55587
,
RAD54L2,129948
,
MED23,54276
,
BCAN,18142
,
CAND1,50595
,
SMARCA1,76999
,
DACH2,684153
,
PTPRJ,190414
,
ADAM18,145576
,
ADAMTS17,370568
,
LRRTM3,175515
,
KIAA1324L,
,
TTC17,136013
,
DAB1,1551956
,
CCDC7,436734
,
SLC12A6,108276
,
PTK2B,147909
,
TMTC1,283919
,
ZFYVE16,75366
,
LARP4B,124888
,
GABRA4,74681
,
TLR7,23289
,
PAX3,99111
,
KIAA0232,102795
,
SCRIB,24853
,
SEMA3E,285901
,
ATP8A1,248748
,
HCN4,49099
,
MST1R,16971
,
DGKG,256566
,
OPRM1,236371
,
ELFN2,59519
,
IGF2BP1,58760
,
MAGEB6,3206
,
ARHGEF15,12273
,
UBR2,129476
,
USP54,128579
,
HHIPL2,25846
,
KCNJ2,11371
,
INTS3,46758
,
MAGI3,295408
,
IQGAP1,113997
,
PNPLA6,27760
,
EBF3,137820
,
KLHDC7A,5044
,
QRICH2,34227
,
GAD2,87893
,
ADGRG6,144412
,
POGZ,56770
,
TNRC6C,150119
,
ABL2,130354
,
CDKL5,228046
,
UBR3,256677
,
SOX5,1033040
,
OSMR,99738
,
MARCO,52466
,
TECPR2,139536
,
ZNF217,42836
,
NTRK2,427376
,
SLC27A6,495629
,
GTF2IRD2P1,36848
,
NCAPD3,75391
,
IQUB,82884
,
UHRF1BP1L,
,
CTAGE11P,2352
,
CFAP58,101269
,
LRRN3,34448
,
TEX2,116033
,
SLC9A2,91802
,
BRD1,54595
,
TRIM9,120799
,
SMC1A,48579
,
FMN1,429170
,
ITGAE,86560
,
NOD2,39489
,
CTCFL,29686
,
PRKG1,1307535
,
CCDC132,
,
SORBS1,249643
,
MAGEL2,4318
,
DYRK1A,160785
,
FAM179A,
,
MARK1,136325
,
TLR8,16549
,
FOXP1,629285
,
MTMR4,28376
,
FOLH1,63546
,
DIAPH3,498345
,
C8orf34,488068
,
ATXN2L,14238
,
GABRB1,432724
,
PRDM10,103129
,
TTBK2,182079
,
TRPM4,54095
,
CLUH,23277
,
PCDHGA11,91928
,
TAB3,147642
,
PCDHB9,4414
,
NPAS3,886467
,
NPAT,67358
,
COLEC12,183985
,
BMP1,47186
,
ZNF257,39050
,
DZIP3,105135
,
SPINK5,111699
,
PSD4,52071
,
C11orf30,
,
ANGPT1,248573
,
GABBR2,420826
,
GLIS3,524265
,
MTTP,59916
,
SENP7,189036
,
ZNF107,45478
,
WWC2,221520
,
SRGAP1,318456
,
IBTK,77768
,
PRR12,35257
,
SH3PXD2A,261557
,
PLEKHG2,15746
,
PCM1,107106
,
MAN2A1,179698
,
HHIP,99115
,
DHX9,48635
,
SLC6A3,52646
,
USP28,77698
,
CPXM2,234060
,
SLC26A9,30412
,
PLEKHA7,237118
,
ARHGAP33,14290
,
PHLDB1,51591
,
PRKCG,28462
,
PRDM1,116476
,
ARAP1,108530
,
CASS4,48275
,
ANAPC1,273051
,
SYT10,65581
,
DACH1,429238
,
SOS1,162139
,
ZP4,13058
,
FAP,74467
,
PHLPP2,86866
,
FIGN,142616
,
GALNT14,244735
,
ATXN2,156191
,
UBR1,163216
,
ATP13A3,95692
,
MAP4,238582
,
10-Mar,
,
KCNC2,169762
,
COL25A1,494027
,
SYNRG,94665
,
LARP1,134619
,
CNGA3,52413
,
MAATS1,
,
IRS1,68508
,
LATS2,88550
,
ZNF568,88721
,
ZIM3,11106
,
TTC21A,31223
,
RUSC1,10220
,
ELMSAN1,
,
SP100,129664
,
AMPD1,22528
,
NEDD4,166738
,
ZNF658,75715
,
AFF4,88239
,
FAM193A,195926
,
TCERG1,64650
,
ITGB8,85052
,
MYO6,170336
,
MSR1,459612
,
SLCO1C1,58054
,
TRIM58,22951
,
KL,49720
,
PPP1R12B,244007
,
CILP2,8411
,
ST8SIA4,96349
,
CADM2,1115440
,
YTHDC2,81591
,
SLC6A15,54138
,
TRAPPC9,730854
,
RSF1,160860
,
CDH13,1173675
,
SOX6,773142
,
SLC12A9,40190
,
NDST3,225016
,
ERCC5,30164
,
USP32,245143
,
DDI1,2556
,
PDE4D,1553082
,
DAGLA,66610
,
ARHGEF10L,158176
,
TBC1D9B,45831
,
FNDC3B,362091
,
RPRD2,113475
,
IGSF22,21918
,
MSH4,116360
,
SV2A,14526
,
SETDB1,38481
,
ATP8B1,156889
,
PPFIA1,114622
,
ZNF469,57798
,
ACSS3,324796
,
ITGA11,135631
,
FYB,
,
MTR,126018
,
VRTN,56939
,
TRIM48,8959
,
C10orf12,
,
CLIP2,116528
,
KIF4A,130782
,
DNER,356926
,
PIK3AP1,127199
,
C1orf168,
,
KCNQ2,72469
,
MECP2,115530
,
DROSHA,131702
,
TTC14,15665
,
PROS1,106952
,
IFT122,90903
,
PML,53154
,
GABRA5,82297
,
AKAP3,33543
,
PEG10,13370
,
OGDH,102494
,
CSF2RB,26811
,
C6orf118,29941
,
TNKS,226434
,
OPCML,1117524
,
TMC3,43125
,
MUSK,137779
,
IL1RAPL2,1201630
,
NFATC4,13931
,
CSF2RA,56580
,
PLAG1,50415
,
RFX4,179799
,
PTCHD1,69525
,
YEATS2,114827
,
FAM21C,
,
KIF6,395418
,
ARID4A,75383
,
KIR3DL2,16766
,
MED14,87553
,
RADIL,86661
,
KIAA0922,
,
ZNF451,83461
,
VAV1,84658
,
TNS2,17410
,
RAD50,90330
,
GCNT2,137145
,
EEA1,158694
,
SYT16,300576
,
CFHR4,30781
,
NISCH,37950
,
IFT140,101645
,
ADAM23,177595
,
KCNK10,146804
,
DRD5,2375
,
INPP5D,147936
,
PPP1R26,9814
,
SLC7A14,126527
,
HTR1A,4633
,
FAM129A,
,
TTC21B,96376
,
CNR1,26483
,
ZXDB,5466
,
MAPK8IP3,64185
,
PYHIN1,46263
,
DDX3X,31124
,
FRMD4A,818436
,
SLC4A2,19317
,
ANKFN1,634715
,
KCNC1,122030
,
SLC24A3,510284
,
ZNF28,60192
,
ATP2A1,26061
,
LZTR1,16763
,
FANCI,73316
,
TFAP2B,28896
,
PCDHGB6,104954
,
TPTE2,138749
,
PIK3R4,67895
,
PEX5L,242095
,
TGM6,51852
,
UPF2,123148
,
NBPF12,57878
,
GNPTAB,85460
,
PUM1,134485
,
SLC1A6,72957
,
SLCO1B1,108602
,
DNMT3B,46974
,
LENG8,12826
,
CCDC80,52733
,
PHKB,240400
,
ADGRG2,133330
,
CEP126,86052
,
CHRD,10682
,
KIAA0586,123912
,
CP,59419
,
ITGA2,105439
,
GRIK4,477160
,
ILF3,38096
,
LPIN2,127848
,
ZNF365,106096
,
ADCY6,22895
,
CCSER1,1477901
,
SLC12A3,50643
,
DSPP,8344
,
UBE3B,59303
,
EDC4,11447
,
WDR44,103888
,
NME8,51800
,
SLC12A7,61679
,
MYO1B,180204
,
PKP2,106053
,
PITPNM2,167610
,
ADAR,46318
,
IKZF1,101033
,
RABGAP1L,835898
,
SLC4A7,111697
,
EIF3A,47147
,
ANKMY1,89787
,
ZNF808,36812
,
CDK13,149459
,
VCAM1,19303
,
CFAP70,105102
,
DCAF4L1,4709
,
PCDH8,5752
,
BMS1,52142
,
CAPRIN2,113750
,
PHF2,103003
,
GHR,298439
,
CD22,28100
,
HNF4A,77146
,
CFHR5,34668
,
SUN1,79820
,
SYNGAP1,34028
,
CEP162,103402
,
DCSTAMP,17602
,
TBX3,13920
,
RRBP1,68617
,
DENND2C,87574
,
NOL6,12577
,
MCC,466717
,
TTC37,
,
MYO1A,22681
,
MDGA1,68627
,
CTAGE1,4316
,
PCDHAC2,45877
,
OTOA,97967
,
WDR64,150499
,
ZNF275,25963
,
JAK3,23291
,
VPS8,240471
,
ZC3H18,61561
,
ZNF687,10558
,
CEP85L,249303
,
GRIK5,71885
,
LRRN1,50403
,
DAAM1,182759
,
WT1,47789
,
IGKC,522
,
ST6GALNAC3,559857
,
SPAM1,46177
,
PTPN3,122847
,
PRDM15,81257
,
LRRCC1,38865
,
CUL7,16326
,
BRIP1,184420
,
SMG8,5839
,
CYP11B1,7490
,
ZNF334,13929
,
TF,50601
,
NUP155,82987
,
SLC6A1,47061
,
RAPGEF1,163306
,
CREB5,526573
,
KIF27,87366
,
PITPNM1,14503
,
TTLL5,321454
,
ARHGEF28,315835
,
ABL1,174632
,
SLCO1A2,154994
,
THBS4,91976
,
KIF19,29610
,
WRN,142350
,
DSC2,44055
,
MAGEA12,3912
,
PCDHGB7,95330
,
POF1B,102321
,
DDX26B,
,
SLC4A5,127174
,
MAP3K13,206153
,
SYMPK,47815
,
RBM33,137034
,
RBM10,41592
,
MCTP1,581404
,
CWH43,75806
,
PCDH12,26160
,
DNAJC6,167652
,
UGGT1,104477
,
A1CF,86266
,
ANPEP,30506
,
ZMYM6,45780
,
ELAVL2,136233
,
SLFN11,23396
,
HEATR5A,128762
,
PSG8,12992
,
NAALADL2,1371975
,
DPP4,82149
,
PRICKLE2,353240
,
AGRN,35999
,
CEP164,98709
,
C11orf63,
,
SLC26A8,81352
,
WDR66,
,
KIR2DL1,14529
,
CCDC150,123936
,
ARHGEF40,19975
,
ZCCHC6,
,
FMNL3,71666
,
CRIM1,195357
,
SMARCC2,27208
,
WDR81,22076
,
SH3BP4,103697
,
SNTG2,416764
,
INPP5F,103105
,
RGL1,292447
,
JAK2,145558
,
PHF8,112282
,
TECRL,134211
,
PLD5,441711
,
LAMC2,58889
,
HTR5A,17068
,
RC3H1,91273
,
ZMYM2,133152
,
UBA6,88503
,
AHDC1,70396
,
KCNH2,33360
,
TRAK1,212266
,
PCDHGA10,99988
,
ZNF721,73341
,
GFRAL,75024
,
USP19,12892
,
CAPN13,97771
,
PTPN21,89229
,
ZHX2,192855
,
CTBP2,176853
,
ERBB2IP,
,
SLC4A1,19751
,
EML6,248526
,
ARHGEF5,25344
,
TNK2,48581
,
C10orf90,373711
,
MIB1,165996
,
ADAM12,376096
,
INPP4B,824272
,
RC3H2,60803
,
E2F7,44321
,
KDM4C,454785
,
ITGAV,90891
,
SIK3,255035
,
SOGA1,
,
USP25,150082
,
FBLN2,89297
,
TMEM132A,12699
,
SMC1B,69556
,
POLR2B,53436
,
SPECC1,310161
,
BBS9,767623
,
PCDHGA9,110197
,
SEC31A,82657
,
MERTK,130954
,
CHAT,58847
,
TRIM2,187156
,
ALB,24368
,
TBC1D1,248091
,
CPSF1,16106
,
ANO1,203623
,
HK3,18477
,
PCSK2,258471
,
CPT1C,22833
,
ZBTB38,125579
,
CYP4F2,20054
,
GABBR1,78347
,
RPS6KC1,223541
,
SCUBE2,118638
,
CATSPERD,58097
,
EDNRB,80048
,
CALD1,226477
,
SATB1,100244
,
PSD,18922
,
DHX30,47286
,
ZNF135,27071
,
OAS2,33328
,
PDHA2,1371
,
WDR62,50459
,
IKZF2,152736
,
TOP2A,29371
,
POM121C,69513
,
MBD6,9438
,
TSPEAR,213679
,
MAN2A2,20367
,
SSH1,79399
,
NFATC1,133469
,
CNOT3,17932
,
MYBPC3,21296
,
SUV420H1,
,
ALG13,94838
,
KLHL6,68155
,
SBNO1,75738
,
ZNF845,23157
,
SCUBE1,146092
,
KHDRBS2,655991
,
BCAS3,715385
,
RPTN,5633
,
ZNF142,26326
,
VWA3A,64426
,
AGO2,115477
,
INO80,137400
,
NEUROD4,10043
,
YTHDC1,39703
,
SLC4A11,12142
,
KCND3,219006
,
ZNF516,137560
,
AP3B2,50831
,
ANKAR,86903
,
PDXDC1,179080
,
HEG1,90287
,
CUL3,115247
,
OR4C6,3994
,
APBA1,244839
,
ITIH1,14473
,
TMPRSS11F,76671
,
LILRA2,17367
,
FYCO1,77921
,
LGR6,125982
,
RNF123,31991
,
SNAP91,156811
,
ARHGAP25,147232
,
VCPIP1,38744
,
ZNF594,12333
,
ZNF440,20943
,
VAV3,394019
,
PAXBP1,37893
,
PDE4B,582065
,
PDE1A,383391
,
TPP2,83000
,
OR4M1,10192
,
BRD8,39183
,
DENND5B,208910
,
MEI1,99953
,
SIGLEC12,10573
,
ERCC6L2,249890
,
IQSEC3,111688
,
SLC3A2,32876
,
PER3,60886
,
TFAP2D,59507
,
DSG2,53727
,
SGOL2,
,
DCLK3,52132
,
ZNF827,181196
,
SOCS6,41154
,
HKDC1,47220
,
PLCB2,29759
,
NRDE2,64109
,
LRIG1,122466
,
ALS2CR11,
,
PLCZ1,54931
,
PTPRQ,278095
,
COL6A1,23280
,
CDC42BPG,21601
,
STON1,69130
,
AASS,79725
,
OTUD7B,72914
,
ZNF665,34173
,
GAK,83097
,
SETD1B,28647
,
MNDA,18155
,
OCRL,52712
,
AXL,42543
,
SCAPER,557540
,
ATAD2B,178459
,
OLFM3,194366
,
SYNM,37376
,
PLEKHA5,246731
,
WWC1,180658
,
MAP3K9,87008
,
EDIL3,444326
,
KCNH4,24251
,
EBF2,203688
,
EDRF1,44628
,
BRDT,65083
,
KIF15,111655
,
ATP11B,129508
,
KCNK2,231315
,
MGAT5B,81989
,
CADM3,31704
,
MS4A14,39226
,
ATP2A2,70337
,
ZNF148,149656
,
UGT3A2,36337
,
C3orf20,97895
,
SPOCD1,25600
,
SARDH,76395
,
WIPF1,123344
,
CPT1A,89790
,
GABRQ,19647
,
GABRA3,285081
,
SRRM4,181510
,
SLC5A8,54745
,
ZKSCAN2,21844
,
IRX1,5571
,
SIGLEC8,7609
,
POLR3A,76374
,
LY9,32409
,
CLMN,137968
,
UPF1,36271
,
RLTPR,
,
SLCO3A1,318727
,
ZCCHC5,
,
STARD8,78176
,
ITGA1,171293
,
DNM2,115433
,
PCDH1,26156
,
IQCH,247474
,
AP1B1,60903
,
MEIS2,212095
,
FAM120A,114427
,
TSHR,191317
,
CATSPER1,9727
,
PPP2R3A,182166
,
DDB1,43145
,
ZNF585B,36574
,
GPC6,1181213
,
USP7,83231
,
SYNE3,109384
,
CXorf57,
,
EHMT2,17939
,
IFI16,55187
,
TBX22,17021
,
VIT,118104
,
DSE,190688
,
PCSK1,43810
,
CYLC2,23177
,
TOPBP1,64205
,
DZIP1,66504
,
ADRA1A,119128
,
AGAP1,637750
,
FILIP1L,285702
,
PTPRN,20025
,
PPIP5K2,92650
,
L3MBTL1,61512
,
FAM21A,
,
BLM,98820
,
PAPLN,37143
,
IQCA1,183388
,
PSG7,13075
,
ZNF585A,66007
,
MMS22L,141056
,
CD209,7571
,
TTLL7,134126
,
HDC,24018
,
SPRY3,169887
,
ANKRD44,344156
,
ZFP82,35524
,
ARHGEF6,115385
,
DLGAP3,64214
,
